建築物名稱,類別,電腦編號,村里別,地址,緯經度,地下樓層數,可容量人數,備註
金城建設,大樓,HNP00046,西安里,新竹縣關西鎮西安里中山路197號,"24.7918744,121.1728648",1,2436.0,
全家福社區,大樓,HNP00047,南雄里,新竹縣關西鎮南雄里中正路70號,"24.7892223,121.1764397",1,469.0,
"益萬建設公司 河濱大廈",大樓,HNP00048,南雄里,新竹縣關西鎮南雄里博愛路15巷1-11號,"24.7900773,121.1772827",2,772.0,
"長協建設公司 豪門世家",大樓,HNP00049,西安里,新竹縣關西鎮西安里中央街87號,"24.7945693,121.1732618",1,753.0,
宏韜建設公司,大樓,HNP00050,西安里,新竹縣關西鎮西安里北平路158-168號,"24.7937074,121.1726107",1,1500.0,
"李勝隆 國昌綜合市場",公寓,HNP00051,北斗里,新竹縣關西鎮北斗里光復路4號,"24.7926801,121.1775385",1,1061.0,
華光智能發展中心,公寓,HNP00052,北斗里,新竹縣關西鎮北斗里正義路126號,"24.7944072,121.1762193",1,645.0,
關西高中-綜合大樓,公寓,HNP00057,東安里,新竹縣關西鎮東安里中山東路2號,"24.7884622,121.1857264",1,74.0,
關西高中-活動中心,公寓,HNP00058,東安里,新竹縣關西鎮東安里中山東路2號,"24.7884622,121.1857264",1,1521.0,
仁鈺企業股份有限公司,公寓,HNP00059,東光里,新竹縣關西鎮東光里中豐路一段77巷9號,"24.7826247,121.1788058",1,92.0,
恆堡電機有限公司,公寓,HNP00060,東光里,新竹縣關西鎮東光里中豐新路35號,"24.783301,121.180774",1,106.0,
樺龍織造有限公司,公寓,HNP00061,東光里,新竹縣關西鎮東光里中豐路一段101巷11號,"24.7834528,121.1786816",1,20.0,
"杜興仁 東慶豐工業社",公寓,HNP00062,東光里,新竹縣關西鎮東光里中豐路一段73號,"24.7825765,121.1787453",1,48.0,
佛陀世界,公寓,HNP00063,東山里,新竹縣關西鎮東山里15鄰大竹坑23號,"24.8029381,121.23612",1,566.0,
東安零售市場,公寓,HNP00064,東安里,新竹縣關西鎮東安里中山東路33號,"24.789335,121.1830626",1,1066.0,
原林電子股份有限公司,公寓,HNP00065,東光里,新竹縣關西鎮東光里2鄰中豐新路25號,"24.7836119,121.1820242",1,85.0,
立益球場,公寓,HNP00066,東山里,新竹縣關西鎮東山里3鄰湖肚55號,"24.788418,121.189399",1,3989.0,
大興電線電纜股份有限公司,公寓,HNP00067,東光里,新竹縣關西鎮東光里中豐路一段29號,"24.7815322,121.1787651",1,225.0,
"敏實科技大學 右任樓B",公寓,HNM00002,水坑村,新竹縣芎林鄉水坑村大華路1號,"24.7770031,121.0899442",1,940.0,
"敏實科技大學 二曲樓B",公寓,HNM00003,水坑村,新竹縣芎林鄉水坑村大華路1號,"24.7770031,121.0899442",1,448.0,
"敏實科技大學  橫渠樓B",公寓,HNM00004,水坑村,新竹縣芎林鄉水坑村大華路1號,"24.7770031,121.0899442",1,291.0,
大華學苑（公寓大樓）,大樓,HNM00005,新鳳村,新竹縣芎林鄉新鳳村文衡路436號,"24.7724069,121.083418",2,442.0,
華聯電器公司,公寓,HNM00006,下山村,新竹縣芎林鄉下山村文山路1346號,"24.7913548,121.0612008",1,599.0,
昱嘉科技公司,大樓,HNM00007,上山村,新竹縣芎林鄉上山村文德路231號,"24.7829375,121.0788256",1,121.0,
芎林鄉公所,公寓,HNM00008,文林村,新竹縣芎林鄉文林村文昌街51號,"24.773309,121.081855",1,160.0,
芎林鄉公所,公寓,HNM00009,文林村,新竹縣芎林鄉文林村文昌街50號,"24.773592,121.0816352",1,160.0,
"新竹縣農會 新竹菓菜市場",公寓,HNM00010,上山村,新竹縣芎林鄉上山村文山路985號,"24.7876671,121.0693391",1,198.0,
芎林鄉零售市場,公寓,HNM00011,芎林村,新竹縣芎林鄉芎林村文仁路30號,"24.7758587,121.0786541",1,356.0,
"皇橋建設股份有限公司 名門社區",大樓,HNM00013,上山村,新竹縣芎林鄉上山村文山路1000號,"24.7879896,121.0692184",1,1265.0,
陶然居,大樓,HNM00014,下山村,新竹縣芎林鄉下山村5鄰91號,"24.7970048,121.0649346",1,1785.0,
"大矽谷建設公司 名人社區",大樓,HNM00016,上山村,新竹縣芎林鄉上山村三民路113號,"24.7902034,121.0746576",2,1336.0,
"天九建設公司 麗景清盧社區",大樓,HNM00017,上山村,新竹縣芎林鄉上山村7鄰131號,"24.7742812,121.080429",1,1915.0,
日越電子有限公司,公寓,HNM00018,華龍村,新竹縣芎林鄉華龍村鹿寮坑172-2號,"24.7459505,121.1392014",1,124.0,
弘馳有限公司,公寓,HNM00019,五龍村,新竹縣芎林鄉五龍村五和街221號,"24.7365182,121.1237563",1,226.0,
太空梭高傳真電線工業公司,公寓,HNM00020,五龍村,新竹縣芎林鄉五龍村五和街226號,"24.73663,121.1255373",1,1347.0,
橫山鄉公所,公寓,HNM00022,新興村,新竹縣橫山鄉新興村新興街110號,"24.7167688,121.1415721",1,229.0,
"大肚國小 台三線地下道",公寓,HNM00024,大肚村,新竹縣橫山鄉大肚村中豐路2段157號,"24.7186538,121.1401462",1,129.0,
